X,Y,OBJECTID,Comunidad_,Provincia,Isla,Código_IN,Término_M,Web_munici,Identifica,Nombre,Nombre_alt,Nombre_a_1,Descripci,Longitud,Anchura,Variación,Grado_ocup,Grado_urba,Paseo_mar,Tipo_paseo,Tipo_de_ar,Condicione,Zona_fonde,Nudismo,Vegetació,Vegetaci_1,Actuacione,Actuacio_1,Bandera_az,Auxilio_y_,Auxilio_y1,Señalizac,Señaliza_,Forma_de_a,Señaliza1,Acceso_dis,Carretera_,Autobús,Autobús_t,Aparcamien,Aparcami_1,Aparcami_2,Aseos,Lavapies,Duchas,Teléfonos,Papelera,Servicio_l,Alquiler_s,Alquiler_h,Alquiler_n,Oficina_tu,Establecim,Establec_1,Zona_infan,Zona_depor,Club_naút,Submarinis,Zona_Surf,Observacio,Coordenada,Coordena_1,Huso,Coordena_2,Coordena_3,Puerto_dep,Web_puerto,Distancia_,Hospital,Dirección,Teléfono_,Distancia1,Composici,Fachada_Li,Espacio_pr,Espacio__1,Coordena_4,Coordena_5,URL_MAGRAM
-1.9016999996266,36.9848999990939,22,Andalucía,Almería, ,4032,Carboneras,http://www.carboneras.es,32,Las Marinicas, , ,La Playa de las Marinicas se sitúa entre el puerto industrial y el puerto pesquero de Carboneras y tiene una gran afluencia de practicantes de submarinismo.,1.330 metros,75 metros,Poca,Alto,Urbana,Sí, ,Dorada,Aguas tranquilas,Sí,No,No, ,No, ,Sí,Sí, ,Sí, ,Coche,Sí,Sí,AL- 5106,Sí,Interurbano,Sí,No vigilado,Más de 100 plazas,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,"Galardonada en 2014 con la ""Q"" de Calidad Turística.Dispone de infraestructuras adaptadas (silla anfibia, etc.) e instalaciones para sombra con pérgolas con toldos y paneles de madera en el suelo. Protección Civil (950-136-112). Policía Local (950-13",597743,4093761,30,"01º 54' 06,460'' W","36º 59' 05,910'' N",Club Náutico Isla de San Andrés (Carboneras ),http://www.clubnauticocarboneras.com,0 km.,Hospital de Alta Resolución El Toyo,"Camino de la Botica s/n, 04131 Almería",950158015,50 km.,Arena,Semiurbana,No, ,-1.9017,36.9849,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=32
-4.66899999987609,36.5042999990228,23,Andalucía,Málaga, ,29070,Mijas,http://www.mijas.es,402905,Las Doradas, , ,Estrecha franja de arena y fondo rocoso en una zona con volumen de edificabilidad bajo.,800 metros,10 metros, ,Bajo,Semiurbana,No, ,Grano medio / Grisáceo,Aguas tranquilas,No,No,Sí, , , ,No,Sí,De 11 a 20 hrs en S. Santa y temporada estival,Sí, ,A pie fácil / Coche,Sí,Sí,A-7,Sí,Interurbano,Sí, , ,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,"Certificación Medioambiental ISO 14001. Certificación ""Q"" de Calidad Turística. Emergencias (112).",350532.48,4041176,30,"04º 40' 8,47'' W","36º 30' 15,34'' N",Puerto de Fuengirola,http://www.puertodeportivofuengirola.es/,7 km.,Hospital Costa del Sol de Marbella,"A-7 Km. 186,7 (Marbella)",951976669,"15,5 km.",Arena / Roca,Urbana,Sí,Zona de Especial Conservación Calahonda (ES6170030),-4.669,36.5043,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=402905
-4.73680000009363,36.4855999993917,24,Andalucía,Málaga, ,29069,Marbella,http://www.marbella.es,452901,Calahonda, , ,Ultima playa del oeste de Marbella entre el Puerto de Cabopino y el límite con Mijas. Playa estrecha con fondos rocosos.,670 metros,25 metros, ,Medio,Semiurbana,No, ,Dorada,Aguas tranquilas,No,No,No, , , ,No,No, ,Sí, ,A pie fácil / Coche,Sí,No,A-7,Sí,Interubano,Sí, , ,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Emergencias (112),344421,4039224,30,"4º 44' 12,63'' W","36º 29' 8,51'' N",Puerto Deportivo Cabo Pino,http://www.andalucia.org/es/turismo-y-deporte/malaga/puerto-deportivo-de-cabopino/,"0,5 km.",Hospital Costa del Sol de Marbella,"A-7 Km. 186,7 (Marbella)",951976669,10 km.,Arena / Roca,Semiurbana,Sí,Monumento Natural,-4.7368,36.4856,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=452901
-4.63169999993528,36.5156999990858,25,Andalucía,Málaga, ,29070,Mijas,http://www.mijas.es,452902,El Ejido, , ,"Estrecha franja de arena y rocas en una zona no urbanizada en la parte este del municipio, en el límite con el término municipal de Fuengirola.",350 metros,De 2 a 30 metros, ,Bajo,Aislada,No, ,Grisáceo,Aguas tranquilas,No,No,No, , , ,No,No, ,Sí, ,A pie fácil / Coche,Sí,Sí,A-7,Sí,Interurbano,Sí,No vigilado,Más de 100 plazas,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Emergencias (112),353893,4042395,30,"4º 37' 54,26"" W","36º 30' 56,77"" N",Puerto de Fuengirola,http://www.puertodeportivofuengirola.es/,6 km.,Hospital Costa del Sol de Marbella,"A-7 Km. 186,7 (Marbella)",951976669,20 km.,Arena / Roca,-,Sí,Zona de Especial Conservación Calahonda (ES6170030),-4.6317,36.5157,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=452902
-16.3765999997743,28.2922999990571,26,Canarias,Santa Cruz de Tenerife,Tenerife,38020,Güímar,http://www.guimar.es,692,El Puertito,Playa de Güímar, ,"Playa pequeña situada en el puerto de Guímar, que dispone de paseo marítimo y ofrece aguas tranquilas al numeroso público que la visita.",100 metros,45 metros, ,Alto,Urbana,Sí, ,Oscura,Aguas tranquilas,No,No,Sí,en la playa, , ,No,No, ,Sí, ,A pie fácil,Sí,Sí, ,Sí,Interurbano,No, , ,Sí, ,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Emergencias (112).,365009,3130351,28,16° 22' 35.93'' W,28° 17' 32.40'' N,Puerto Deportivo Radazul,http://www.puertodeportivoradazul.com, ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Arena / Grava,Urbana,No, ,-16.3766,28.2923,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=692
3.17520000029822,41.8664999991083,27,Cataluña/Catalunya,Girona, ,17118,Palamós,http://www.palamos.cat,401701,Platja de la Cadena, , ,Pequeña cala carente de servicios y a la que se accede a pie por un camino entre pinos y rocas.,150 metros,10 metros, ,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,Sí,Sí, , , ,No, , ,No, ,A pie fácil,Sí,No,C-31,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112),514539.51,4634971.71,31,"03º 10' 30,68'' E","41º 51' 59,47'' N",Club Nàutic Llafranc,http://www.nauticllafranc.net,6 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,7 km.,Arena,Montaña,No, ,3.1752,41.8665,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=401701
-9.03510000030268,42.79209999884,28,Galicia,A Coruña, ,15053,Muros,http://www.muros.es,401501,O Salto, , ,"Pequeña cala de aguas tranquilas, aislada, rodeada de vegetación y sin accesos",89 metros,29 metros, ,Bajo,Aislada,No, ,Blanca y fina,Aguas tranquilas,No,No,Sí, , , ,No,No, ,No, , ,No,No,C-550,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112),497127.92,4737739.82,29,"09º 02' 6,43'' W","42º 47' 31,91'' N",Portos de Galicia. Puerto de Muros, ,5 km.,Hospital Virxe da Xunqueira,"Pº do Alcalde Pepe Sánchez, 7 (Cee)",981706010,47 km.,Arena / Roca,Acantilado,No, ,-9.0351,42.7921,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=401501
-1.77839999975965,37.238699999085,29,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,42,Fábrica del Duro, , ,"Esta playa se encuentra en la misma desembocadura del río Almanzora, en su margen izquierda, y se caracteriza por su tranquilidad y buen entorno natural. La vegetación cercana a la playa está representada, sobre todo, por vegetación halófila (carriz",600 metros,15 metros,Poca,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí, ,Sí,Regeneración de playa,No,No, ,No, ,Coche,Sí,No,AL- 7107,Sí,Interurbano,Sí,No vigilado,Entre 50 y 100 plazas,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112). Protección Civil (950-456-700). Policía Local (950-456-489),608355,4122052,30,"01º 46' 42,630'' W","37º 14' 19,400'' N",Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,"0,8 km.",Hospital Inmaculada,"Avda. Ana Parra, s/n (Huércal-Overa)",950029000,39 km.,Arena / Grava,Dunas,No, ,-1.7784,37.2387,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=42
-1.7453999997253,37.2735999992071,30,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,43,Peñón Cortado, , ,"Cala ubicada entre rocas de difícil acceso, muy interesante por las formas que adoptan las rocas, así como por la claridad de sus aguas.",110 metros,15 metros,Poca,Bajo,Aislada,No, ,Oscura,Oleaje moderado,No,No,No, ,No, ,No,No, ,No, ,A pie fácil / Coche,No,No,AL- 7107,Sí,Interurbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112). Protección Civil (950-456-700). Policía Local (950-456-489),611231,4125962,30,"01º 44' 43,580'' W","37º 16' 25,320'' N",Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,4 km.,Hospital Inmaculada,"Avda. Ana Parra, s/n (Huércal-Overa)",950029000,43 km.,Arena / Grava,Montaña,No, ,-1.7454,37.2736,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=43
-1.6933999999162,37.3317999989448,31,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,44,Pozo del Esparto, , ,Esta playa de carácter urbano toma su nombre del núcleo urbano de Pozo del Esparto que se extiende a lo largo de toda la franja de arena y grava.,1.200 metros,25 metros,Poca,Medio,Urbana,Sí,Completo,Oscura,Oleaje moderado,No,No,No, ,Sí,Regeneración de playa,No,Sí, ,No, ,Coche,Sí,Sí,AL- 7107,Sí,Interurbano,Sí,No vigilado,Entre 50 y 100 plazas,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Emergencias (112). Protección Civil (950-456-700). Policía Local (950-456-489),615752,4132482,30,"01º 41' 36,320'' W","37º 19' 54,483'' N",Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,10 km.,Hospital Inmaculada,"Avda. Ana Parra, s/n (Huércal-Overa)",950029000,51 km.,Arena / Grava,Semiurbana,No, ,-1.6934,37.3318,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=44
-1.7924000000192,37.234299999151,32,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,45,Quitapellejos,Palomares, ,"Playa de arena y grava ubicada en una zona aislada de edificaciones, en la que no se registra gran afluencia de gente.",1.400 metros,30 metros,Poca,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí,detrás de la playa,Sí,Regeneración de playa,No,Sí, ,No, ,A pie fácil / Coche,Sí,Sí,AL- 7107,Sí,Interurbano,Sí,No vigilado,Más de 100 plazas,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,No,"Caracterizada por el frondoso bosque de pinos y eucaliptos detrás de la playa. 	Desde la carretera hasta la playa existe un acceso peatonal libre de tráfico y un acceso de carril-bici. Dispone de infraestructuras adaptadas (sillas anfibias, etc.) e ins",607119,4121548,30,"01º 47' 32,901'' W","37º 14' 03,512'' N",Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,2 km.,Hospital Inmaculada,"Avda. Ana Parra, s/n (Huércal-Overa)",950029000,39 km.,Arena / Grava,Semiurbana,No, ,-1.7924,37.2343,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=45
2.51320000034445,41.5616999991091,33,Cataluña/Catalunya,Barcelona, ,8264,Sant Vicenç de Montalt,http://www.svmontalt.cat,923,Sant Vicenç de Montalt, , ,"Playa muy ancha localizada junto al Puerto de Balís que dispone de gran cantidad de servicios de calidad que le dan un buen ambiente, y que por otra parte es un buen ejemplo de limpieza.",1.240 metros,50 metros, ,Medio,Urbana,Sí, ,Dorada,Aguas tranquilas,Sí,No,No, , , ,No,Sí, ,Sí, ,A pie fácil / Coche,Sí,Sí,"N-II , C-32",Sí,Interurbano,Sí,No vigilado,Más de 100 plazas,Sí, ,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Dispone de silla anfibia para personas con movilidad reducida. Emergencias (112).,459409,4601229,31,"02º 30' 47,860'' E","41º 33' 42,266'' N", , , ,Hospital de Mataró,"Lepant, 13 (Mataró)",937582800,6 km.,Arena / Roca,Urbana,No, ,2.5132,41.5617,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=923
2.7090000003685,41.6273999990637,34,Cataluña/Catalunya,Barcelona, ,8261,Santa Susanna,http://www.stasusanna.org,924,Platja de les Dunes,Santa Susanna, ,"Se extiende a lo largo de toda su línea de costa, resultando muy amplia, cómoda y con gran cantidad de servicios disponibles.",1.140 metros,40 metros,Media,Medio,Semiurbana,No, ,Dorada,Oleaje moderado / Ventosa,Sí,No,No, , , ,No,Sí, ,Sí, ,A pie fácil,Sí,Sí,N-II,Sí,Urbano,Sí,No vigilado,Más de 100 plazas,Sí, ,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Dispone de senda natural. Emergencias (112).,475760,4608449,31,"02º 42' 32,444'' E","41º 37' 38,903'' N", , , ,Hospital Sant Jaume,"Sant Jaume, 209 (Calella)",937690201,"3,9 km.",Arena,Urbana,No, ,2.709,41.6274,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=924
-1.63069999967129,37.3752999993818,35,Andalucía,Almería, ,4075,Pulpí,http://www.pulpi.es,88,Cala Cerrada,Cala de los Cocedores, ,Cala aislada en forma de concha muy atractiva por las rocas que la forman y sobre todo por la transparencia de sus aguas.,150 metros,20 metros,Poca,Alto,Aislada,No, ,Dorada,Aguas tranquilas,No,No,Sí,detrás de la playa,No, ,No,No, ,No, ,A pie fácil / Coche,Sí,No,A-332 (Vera-Aguilas),Sí,Interurbano,Sí,No vigilado,Menos de 50 plazas,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Es también conocida como Cala de los Cocedores por un cocedor de esparto natural que existía a principios del siglo XX. Dispone de dos aseos químicos. Protección Civil (950-464-093). Policía Local (950-465-049). Emergencias (112).,621237,4137386,30,"01º 37' 50,539'' W","37º 22' 31,325'' N","Puerto Deportivo de Juan Montiel (Águilas, Murcia)",http://www.puertodeportivojuanmontiel.es,6 km.,Hospital Inmaculada,"Avda. Ana Parra, s/n (Huércal-Overa)",950029000,38 km.,Arena,Acantilado,Sí,ZEPIM,-1.6307,37.3753,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=88
-1.65779999966682,37.3575999992054,36,Andalucía,Almería, ,4075,Pulpí,http://www.pulpi.es,89,Cala Cuartel, , ,Pequeña cala tranquila y agradable ubicada en una zona residencial del pueblo de San Juan de los Terrenos.,75 metros,20 metros,Poca,Medio,Urbana,No, ,Dorada,Aguas tranquilas,Sí,No,No, ,No, ,No,No, ,Sí, ,A pie fácil / Coche,Sí,Sí,A-332 (Vera-Aguilas),Sí,Interurbano,No, , ,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112). Protección Civil (950-464-093). Policía Local (950-465-049),618865,4135388,30,"01º 39' 28,085'' W","37º 21' 27,632'' N","Puerto Deportivo de Juan Montiel (Águilas, Murcia)",http://www.puertodeportivojuanmontiel.es,8 km.,Hospital Inmaculada,"Avda. Ana Parra, s/n (Huércal-Overa)",950029000,35 km.,Arena,Semiurbana,Sí,ZEPIM,-1.6578,37.3576,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=89
-1.66209999957329,37.3581999989617,37,Andalucía,Almería, ,4075,Pulpí,http://www.pulpi.es,90,Cala de la Tía Antonia, , ,"Pequeña cala de arena dorada muy frecuentada por familias y habitantes del pueblo en el que se encuentra, San Juan de los Terrenos.",75 metros,20 metros,Poca,Medio,Urbana,No, ,Dorada,Aguas tranquilas,No,No,No, ,No, ,No,Sí, ,Sí, ,A pie fácil / Coche,Sí,Sí,A-332 (Vera-Aguilas),Sí,Interurbano,Sí,No vigilado,Menos de 50 plazas,No,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Emergencias (112). Protección Civil (950-464-093). Policía Local (950-465-049),618483,4135449,30,"01º 39' 43,822'' W","37º 21' 29,595'' N","Puerto Deportivo de Juan Montiel (Águilas, Murcia)",http://www.puertodeportivojuanmontiel.es,10 km.,Hospital Inmaculada,"Avda. Ana Parra, s/n (Huércal-Overa)",950029000,35 km.,Arena,Semiurbana,Sí,ZEPIM,-1.6621,37.3582,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=90
-1.67609999983285,37.3536999988409,38,Andalucía,Almería, ,4075,Pulpí,http://www.pulpi.es,91,Calipso,San Juan de los Terreros,Calypso,Pequeña playa urbanizada que presenta un elevado grado de ocupación.,250 metros,25 metros,Poca,Alto,Urbana,Sí,Completo,Dorada,Aguas tranquilas,Sí,No,No, ,No, ,Sí,Sí, ,Sí, ,A pie fácil / Coche,Sí,Sí,A-332 (Vera-Aguilas),Sí,Interurbano,Sí,No vigilado,Menos de 50 plazas,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,"Galardonada con la ""Q"" de Calidad Turística. Dispone de servicios y acceso especial para personas con discapacidad.  Protección Civil (950-464-093). Policía Local (950-465-049). Emergencias (112).",617250,4134933,30,"01º 40' 34,019'' W","37º 21' 13,644'' N","Puerto Deportivo de Juan Montiel (Águilas, Murcia)",http://www.puertodeportivojuanmontiel.es,10 km.,Hospital Inmaculada,"Avda. Ana Parra, s/n (Huércal-Overa)",950029000,35 km.,Arena,Urbana,Sí,ZEPIM,-1.6761,37.3537,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=91
-2.68219999994863,43.3880999990029,39,País Vasco/Euskadi,Bizkaia, ,48076,Sukarrieta,http://www.sukarrieta-pedernales.com,404801,Kanala, , ,Pequeña cala de aguas tranquilas.,70 metros,25 metros, ,Bajo,Aislada,No, ,Dorada,Aguas tranquilas,No,No,Sí,en la playa,No, ,No,No, ,No, ,A pie difícil,No,No,BI-3234,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Acceso por la carretera BI-3234 dirección Ibarrangelu por la costa. Emergencias (112),525734.64,4803970.3,30,"2º 40' 56,15"" W","43º 23' 17,39"" N",Puerto de Mundaka,http://turismo.euskadi.eus/es/puertos-pesqueros/puerto-de-mundaka/aa30-12375/es/,15 km.,Hospital de Galdakao,Barrio Labeaga (Galdakao),944369000,30 km.,Arena,Humedal,Sí,Reserva de la Biosfera,-2.6822,43.3881,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=404801
-7.18539999958688,37.206599999263,40,Andalucía,Huelva, ,21044,Lepe,http://www.lepe.es,402101,Santa Pura, , ,Playa virgen con un importante tramo en Paraje Natural.,2.500 metros,50 metros,Mucha,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí,detrás de la playa,Sí,Restauración dunar / Dispone de pasarela,No,No, ,No, ,A pie fácil,Sí,No,HV-4117,No, ,No, , ,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,Emergencias (112),661023,4119330.67,29,"7º 11' 7,54"" W","37º 12' 23,66"" N", , , ,Juan Ramón Jiménez,"Ronda Norte, s/n (Huelva)",959016000,42 km.,Arena,Dunas,Sí,Paraje Natural,-7.1854,37.2066,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=402101
-7.29000000015305,37.1993999991365,41,Andalucía,Huelva, ,21042,Isla Cristina,http://www.islacristina.es,202107,Casita Azul, , ,Playa bordeada por un bosque de pinos,1.300 metros,90 metros,Mucha,Medio,Aislada,No, ,Blanca,Oleaje moderado,Sí,No,Sí,Detrás de la playa,Sí,Restauración dunar / Dispone de entarimados,No,Sí, ,Sí,Banderas,A pie fácil,Sí,Sí,HV-7006 La Antilla-Isla Cristina,Sí,Urbano,Sí,Vigilado,Más de 100 plazas,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Emergencias (112).,651757,4118362,29,"07º 17' 24,240'' W","37º 01' 57,93'' N",Puerto de Isla Cristina,http://www.puertosdeandalucia.es/es/puertos/puertos-de-huelva/itemlist/category/76-puerto-de-isla-cristina,3 km,Hospital Infanta Elena,"Ctra. Huelva-Sevilla, s/n (Huelva)",959015100,50 km.,Arena,Dunas,Sí,"Monte Público ""Dunas de Isla Cristina""",-7.29,37.1994,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=202107
-7.32240000013775,37.1907999989435,42,Andalucía,Huelva, ,21042,Isla Cristina,http://www.islacristina.es,202109,Gaviota, , ,Playa conformada recientemente al abrigo del dique portuario. Se accede a través de una pasarela elevada que cruza la gola.,440 metros,120 metros,Media,Medio,Urbana,No, ,Blanca,Oleaje moderado,Sí,No,Sí,En la playa,Sí,Dispone de pasarelas,No,Sí, ,Sí,Banderas,A pie fácil,Sí,Sí,HV-7006 La Antilla-Isla Cristina,Sí,Urbano,Sí,No vigilado,Entre 50 y 100 plazas,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,Emergencias (112).,648898,4117357,29,"07º 19' 20,683'' W","37º 11' 27,184'' N",Puerto de Isla Cristina,http://www.puertosdeandalucia.es/es/puertos/puertos-de-huelva/itemlist/category/76-puerto-de-isla-cristina,"0,5 km",Hospital Infanta Elena,"Ctra. Huelva-Sevilla, s/n (Huelva)",959015100,50 km.,Arena,Dunas,No, ,-7.3224,37.1908,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=202109
-7.29599999975095,37.1985999989429,43,Andalucía,Huelva, ,21042,Isla Cristina,http://www.islacristina.es,237,Del Hoyo, , ,Playa bordeada por un bosque de pinos con áreas de descanso.,650 metros,90 metros,Mucha,Medio,Aislada,No, ,Blanca,Oleaje moderado,No,No,Sí,Detrás de la playa,Sí,Restauración dunar / Dispone de entarimados,No,No, ,Sí,Banderas,A pie fácil,Sí,No,HV-7006 La Antilla - Isla Cristina,No, ,Sí,Vigilado,Más de 100 plazas,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,"Playa de práctica habitual de Kitesurf cuando la meteorología lo permite. La duna se encuentra en proceso de restauración. Para la protección de las plantaciones realizadas se ha colocado un cerramiento provisional. Por ello, el acceso a la playa sol",651226,4118264,29,"07º 17' 45,678'' W","37º 11' 55,160'' N",Puerto de Isla Cristina,http://www.puertosdeandalucia.es/es/puertos/puertos-de-huelva/itemlist/category/76-puerto-de-isla-cristina,2 km.,Hospital Infanta Elena,"Ctra. Huelva-Sevilla, s/n (Huelva)",959015100,50 km.,Arena,Dunas,Sí,"Monte Público ""Dunas de Isla Cristina""",-7.296,37.1986,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=237
-7.27530000028473,37.2018999989385,44,Andalucía,Huelva, ,21042,Isla Cristina,http://www.islacristina.es,202105,Icona,Pesmar, ,Playa bordeada por un bosque de pinos integrado en el Parque Urbano Litoral,550 metros,90 metros,Mucha,Bajo,Aislada,No, ,Blanca,Oleaje moderado,Sí,No,Sí,Detrás de la playa,Sí,Restauración dunar / Dispone de entarimados,No,No, ,No, ,A pie fácil,Sí,No,HV-7006 La Antilla-Isla Cristina,No, ,Sí,No vigilado,Entre 50 y 100 plazas,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Emergencias (112).,653057,4118663,29,"07º 16' 31,422'' W","37º 12' 6,971'' N",Puerto de Isla Cristina,http://www.puertosdeandalucia.es/es/puertos/puertos-de-huelva/itemlist/category/76-puerto-de-isla-cristina,4 km,Hospital Infanta Elena,"Ctra. Huelva-Sevilla, s/n (Huelva)",959015100,50 km.,Arena,Dunas,Sí,"Monte Público ""Dunas de Isla Cristina""",-7.2753,37.2019,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=202105
